Age,Gender,Weight(kg),Height(m),Resting_BPM,Workout_Frequency(days/week),Experience_Level,Session_Duration(min),Workout_Type,Fat_Percentage,Water_Intake(liters),BMI
24, Female ,69.7,1.75,60,3,1,90, Cardio       ,27.432,2,22.76
53, Female ,56.9,1.59,65,3,2,90, HIIT         ,33.802,2,22.51
18, Female ,72.7,1.55,56,3,1,50, Cardio       ,35.052,2,30.26
25, Male   ,76.5,1.96,59,3,1,40, Strength     ,24.242,2.3,19.91
40, Male   ,51.7,1.82,71,3,1,50, Strength     ,22.532,3,15.61
32, Male   ,105.3,1.67,72,3,1,30, Cardio       ,47.272,2.9,37.76
45, Female ,71.2,1.68,63,3,1,80, Strength     ,35.226,1.6,25.23
51, Female ,78.1,1.51,74,3,1,60, Strength     ,47.43,2.6,34.25
19, Female ,50.6,1.68,64,3,2,70, Yoga         ,20.486,2.1,17.93
49, Male   ,70.2,1.89,51,3,1,40, Yoga         ,29.45,2.6,19.65
39, Female ,60.6,1.65,63,3,1,60, HIIT         ,30.282,1.7,22.26
42, Male   ,76.4,1.97,65,3,2,70, HIIT         ,27.888,2.6,19.69
39, Female ,68.6,1.64,53,3,2,80, Cardio       ,34.182,1.5,25.51
25, Female ,74.3,1.71,64,3,2,90, Yoga         ,30.842,1.6,25.41
49, Male   ,77.7,1.61,50,3,2,60, Strength     ,41.846,3.4,29.98
30, Male   ,91.4,1.99,60,3,2,80, HIIT         ,29.196,3.7,23.08
47, Female ,68.7,1.76,66,3,2,80, Strength     ,32.026,2.4,22.18
34, Male   ,92,1.76,73,3,1,40, Yoga         ,38.06,3.5,29.7
40, Male   ,93.6,1.93,60,3,1,80, Cardio       ,33.956,2,25.13
42, Female ,42.7,1.74,71,3,1,60, Strength     ,21.18,1.6,14.1
18, Female ,67.4,1.6,71,3,1,40, Strength     ,30.336,2.4,26.33
56, Male   ,125.3,1.86,64,3,2,60, Yoga         ,50.944,2.2,36.22
39, Male   ,61.9,1.77,69,3,1,80, Strength     ,27.282,2.3,19.76
46, Male   ,108.8,1.64,63,3,1,80, Strength     ,53.72,3.4,40.45
46, Female ,56.9,1.6,65,3,1,50, Cardio       ,31.856,1.6,22.23
22, Female ,50.7,1.59,66,3,2,80, Strength     ,23.72,1.8,20.05
53, Male   ,105.1,1.84,62,3,1,40, Cardio       ,44.038,2.9,31.04
40, Male   ,58.2,1.98,74,3,2,90, Cardio       ,21.62,2.5,14.85
27, Female ,69.5,1.76,66,3,1,60, Strength     ,27.738,2,22.44
22, Male   ,62.2,1.84,65,3,1,30, Strength     ,21.704,2.3,18.37
51, Female ,56.3,1.5,66,3,1,90, Cardio       ,36.354,2.4,25.02
48, Male   ,94.5,1.7,64,3,2,60, Cardio       ,44.88,3.5,32.7
22, Male   ,45.7,1.77,73,3,1,60, HIIT         ,17.168,2.4,14.59
41, Male   ,67,1.77,50,3,2,70, HIIT         ,29.698,2.6,21.39
49, Male   ,105.7,1.64,59,3,2,70, Cardio       ,53.03,3.1,39.3
54, Male   ,125.9,1.94,73,3,2,80, Strength     ,47.16,2.9,33.45
20, Male   ,124.3,1.82,63,3,2,80, Cardio       ,44.236,3.2,37.53
18, Male   ,62,1.85,53,3,1,50, Strength     ,20.484,3,18.12
57, Female ,60.9,1.52,66,3,2,80, Strength     ,39.342,1.8,26.36
46, Male   ,94.7,1.82,69,3,2,90, Cardio       ,39.488,3.2,28.59
52, Female ,68.2,1.63,67,3,1,70, Strength     ,37.364,2.4,25.67
34, Male   ,124.6,1.63,66,3,2,90, HIIT         ,58.7,2.8,46.9
43, Female ,73,1.59,67,3,1,80, Yoga         ,39.146,2.2,28.88
43, Female ,42.2,1.65,59,3,2,80, Cardio       ,23.09,2.3,15.5
43, Male   ,110,1.76,50,3,1,70, Yoga         ,47.102,3.4,35.51
51, Female ,66.2,1.58,65,3,1,50, HIIT         ,38.154,2.3,26.52
24, Male   ,51,1.67,72,3,1,60, Strength     ,22.068,2.8,18.29
21, Male   ,101.5,1.95,69,3,1,60, Yoga         ,31.458,3.1,26.69
28, Male   ,114.2,1.87,55,3,2,60, Strength     ,40.232,3.2,32.66
53, Female ,52.4,1.57,71,3,2,80, HIIT         ,32.302,2.2,21.26
27, Male   ,71.2,1.97,73,3,1,40, HIIT         ,22.83,3.6,18.35
52, Female ,44.1,1.62,61,3,1,90, HIIT         ,26.72,1.6,16.8
40, Male   ,60.2,1.88,61,3,2,70, Cardio       ,24.236,3,17.03
49, Female ,49.2,1.54,63,3,2,80, HIIT         ,30.77,2.1,20.75
30, Female ,60.6,1.55,52,3,2,80, Strength     ,31.764,1.6,25.22
58, Female ,44.2,1.57,59,3,1,70, HIIT         ,29.456,2.3,17.93
47, Male   ,89.1,1.84,65,3,2,90, Yoga         ,36.994,3.6,26.32
24, Female ,67.7,1.56,66,3,2,90, HIIT         ,33.504,2.1,27.82
45, Male   ,78.3,1.96,62,3,1,80, Cardio       ,29.406,2.2,20.38
33, Female ,59,1.67,55,3,1,50, Cardio       ,27.582,1.9,21.16
53, Female ,53.3,1.74,54,3,2,80, Strength     ,27.91,1.8,17.6
59, Male   ,78,1.92,53,3,1,40, Cardio       ,33.562,2.7,21.16
31, Female ,42.7,1.76,65,3,1,90, Strength     ,18.266,2.2,13.78
22, Female ,78.7,1.52,74,3,2,90, Strength     ,40.532,2.3,34.06
28, Female ,62.4,1.6,62,3,2,70, Strength     ,30.284,1.7,24.37
29, Female ,54.9,1.52,72,3,1,90, Strength     ,29.782,2,23.76
26, Male   ,76.4,1.79,73,3,2,70, Strength     ,29.188,2.7,23.84
24, Female ,59.4,1.5,60,3,2,80, Yoga         ,31.8,2,26.4
30, Male   ,113.4,1.91,54,3,1,80, HIIT         ,38.796,3.7,31.08
57, Female ,61.9,1.52,51,3,1,60, HIIT         ,39.858,2.6,26.79
59, Female ,70.7,1.68,66,3,2,70, Cardio       ,38.23,1.9,25.05
19, Male   ,56.9,1.87,70,3,1,40, Cardio       ,18.494,3.7,16.27
54, Female ,75.6,1.72,60,3,1,60, Cardio       ,37.68,1.9,25.55
55, Female ,76.3,1.73,65,3,1,70, Yoga         ,37.838,2.6,25.49
36, Male   ,95.8,1.86,65,3,1,80, HIIT         ,36.108,3.2,27.69
25, Male   ,120.6,1.83,51,3,2,60, Cardio       ,43.562,2.5,36.01
18, Female ,65.3,1.55,59,3,2,90, Yoga         ,31.356,2.2,27.18
42, Male   ,63.3,1.77,59,3,2,80, HIIT         ,28.5,3.3,20.2
21, Female ,76.3,1.65,62,3,2,70, Strength     ,33.066,1.7,28.03
53, Male   ,61,1.63,74,3,1,30, Cardio       ,34.342,3.4,22.96
48, Male   ,114.9,1.86,56,3,1,80, Cardio       ,45.492,3.6,33.21
43, Male   ,61.2,1.88,68,3,1,60, Yoga         ,25.274,2.9,17.32
36, Female ,48.7,1.68,56,3,1,70, Yoga         ,23.58,1.6,17.25
20, Female ,72.6,1.73,68,3,2,80, HIIT         ,28.312,2.5,24.26
56, Male   ,48.3,1.87,51,3,1,40, HIIT         ,24.052,3.3,13.81
20, Male   ,120.5,1.73,67,3,2,60, Cardio       ,47.512,3.4,40.26
55, Male   ,129.9,1.73,60,3,1,40, Yoga         ,59.33,3.1,43.4
38, Female ,49.7,1.51,65,3,1,80, HIIT         ,29.5,2.5,21.8
33, Female ,56.4,1.54,63,3,1,60, Strength     ,30.726,1.5,23.78
54, Male   ,71.6,1.86,70,3,2,70, Yoga         ,31.86,2.2,20.7
52, Female ,70.6,1.69,65,3,1,80, HIIT         ,36.224,2.2,24.72
36, Male   ,109.8,1.62,68,3,1,50, HIIT         ,53.088,3.5,41.84
33, Female ,53.7,1.66,72,3,1,80, HIIT         ,25.578,2.5,19.49
33, Male   ,102.6,1.75,53,3,2,80, HIIT         ,42.39,2.2,33.5
45, Female ,65.4,1.68,66,3,1,50, HIIT         ,32.754,2.6,23.17
45, Female ,58.2,1.7,53,3,1,60, Yoga         ,29.118,2,20.14
25, Female ,64.4,1.71,61,3,1,70, HIIT         ,26.774,1.8,22.02
54, Male   ,86.5,1.76,68,3,2,90, Yoga         ,40.524,3.4,27.92
53, Male   ,68.5,1.97,69,3,2,80, HIIT         ,27.97,2.1,17.65
34, Female ,54.2,1.52,60,3,1,70, Cardio       ,30.572,2.2,23.46
26, Male   ,47.7,1.77,69,3,2,70, Strength     ,18.856,2.7,15.23
45, Male   ,118.4,1.95,59,3,2,60, Yoga         ,42.318,2.4,31.14
46, Female ,47.9,1.72,57,3,1,90, Cardio       ,24.608,2,16.19
30, Female ,51.5,1.74,64,3,2,70, Strength     ,21.912,2,17.01
52, Female ,79.9,1.51,54,3,1,50, Strength     ,48.608,2.6,35.04
42, Male   ,73.5,1.63,68,3,1,30, Strength     ,37.452,3.2,27.66
47, Female ,43.4,1.62,64,3,1,30, Cardio       ,25.258,2.3,16.54
22, Female ,42.8,1.56,66,3,2,90, Strength     ,20.768,2.6,17.59
18, Female ,50.7,1.53,52,3,2,80, Yoga         ,24.732,2.1,21.66
35, Male   ,59.2,1.66,59,3,1,80, Strength     ,28.426,3.2,21.48
28, Female ,78.7,1.63,59,3,2,70, Strength     ,36.584,1.8,29.62
42, Male   ,64.8,1.65,67,3,2,70, Cardio       ,32.82,2.8,23.8
58, Male   ,52,1.79,52,3,1,70, HIIT         ,27.416,3,16.23
22, Female ,58.3,1.72,63,3,2,60, Yoga         ,23.312,1.6,19.71
55, Female ,63,1.7,67,3,1,80, Strength     ,33.41,2.5,21.8
40, Female ,52.6,1.66,71,3,2,80, Strength     ,26.708,1.7,19.09
54, Male   ,116.4,2,65,3,1,70, Yoga         ,41.94,3.1,29.1
36, Female ,59.3,1.75,58,3,1,60, Strength     ,26.112,2.3,19.36
31, Female ,58.2,1.73,70,3,2,70, Yoga         ,25.07,1.8,19.45
26, Male   ,55.7,1.68,54,3,1,70, Yoga         ,24.256,2.9,19.73
18, Male   ,125.9,1.67,60,3,2,90, Yoga         ,52.908,2.2,45.14
21, Male   ,86.6,1.86,58,3,2,80, HIIT         ,29.466,2.6,25.03
18, Male   ,64.5,1.82,52,3,2,70, HIIT         ,22.104,2.4,19.47
48, Female ,73,1.59,64,3,2,70, Strength     ,40.296,2.1,28.88
25, Male   ,123.8,1.99,72,3,1,70, HIIT         ,37.862,2.6,31.26
43, Male   ,76.8,1.92,50,3,1,70, Yoga         ,29.486,2.5,20.83
20, Male   ,92.3,1.94,71,3,2,70, HIIT         ,28.624,2.1,24.52
18, Female ,66.9,1.57,63,3,2,60, Cardio       ,31.308,2.2,27.14
47, Male   ,66.2,1.71,71,3,1,90, HIIT         ,32.578,2.9,22.64
47, Female ,40,1.76,63,3,1,50, Strength     ,20.902,2.2,12.91
40, Female ,70,1.55,74,3,1,50, Yoga         ,38.768,1.5,29.14
32, Male   ,84,1.74,63,3,1,90, Strength     ,35.248,2.1,27.74
56, Male   ,109.6,1.66,66,3,2,80, Cardio       ,55.204,3.1,39.77
55, Male   ,86.4,1.77,61,3,2,60, Yoga         ,40.346,2.8,27.58
55, Female ,70.8,1.62,68,3,1,30, Strength     ,39.626,1.8,26.98
51, Male   ,115.3,1.67,55,3,2,80, Yoga         ,55.938,2.5,41.34
47, Male   ,73.9,1.8,50,3,1,80, Strength     ,32.782,3.7,22.81
32, Male   ,97.3,1.96,50,3,2,80, HIIT         ,32.356,3.4,25.33
55, Male   ,91.8,1.78,65,3,1,90, Cardio       ,42.014,3.4,28.97
50, Female ,73.6,1.55,74,3,1,50, HIIT         ,42.856,2.1,30.63
41, Male   ,47.1,1.78,65,3,1,80, Yoga         ,21.874,2.4,14.87
59, Male   ,96.7,1.71,62,3,1,30, Yoga         ,47.854,2.9,33.07
34, Female ,46.9,1.61,69,3,2,60, Strength     ,24.128,1.7,18.09
22, Female ,72.1,1.62,59,3,1,80, HIIT         ,32.624,2.1,27.47
21, Male   ,110.7,1.69,59,3,1,60, Yoga         ,45.942,2.7,38.76
27, Male   ,102.6,1.83,58,3,2,90, HIIT         ,37.578,3.5,30.64
19, Male   ,72,1.94,62,3,2,70, Yoga         ,21.926,3.2,19.13
28, Female ,69.6,1.58,50,3,2,90, Cardio       ,34.496,2,27.88
33, Male   ,45.9,1.89,50,3,2,90, Cardio       ,17.61,2.9,12.85
48, Female ,68.2,1.69,73,3,1,50, HIIT         ,34.296,2.5,23.88
28, Female ,79.6,1.59,54,3,2,90, HIIT         ,38.828,1.5,31.49
25, Female ,57.7,1.58,52,3,2,80, Yoga         ,28.082,2.2,23.11
21, Male   ,74.2,1.93,56,3,2,80, HIIT         ,23.334,2.5,19.92
42, Male   ,50.3,1.64,62,3,1,40, Strength     ,26.7,2.4,18.7
49, Male   ,57.8,1.99,67,3,1,60, HIIT         ,23.39,3.1,14.6
46, Female ,66.5,1.73,56,3,1,70, Yoga         ,31.844,2,22.22
49, Female ,70.2,1.67,50,3,1,60, Strength     ,36.074,1.8,25.17
36, Male   ,121.9,1.93,54,3,2,90, Cardio       ,42.156,3.4,32.73
45, Male   ,79.2,1.95,69,3,2,90, Yoga         ,29.946,2.8,20.83
59, Female ,75.8,1.77,53,3,1,90, Strength     ,37.198,1.8,24.19
23, Female ,47.4,1.6,50,3,1,50, Strength     ,22.114,1.6,18.52
18, Female ,57.2,1.75,74,3,2,80, Cardio       ,21.156,2.4,18.68
43, Male   ,95.7,1.77,50,3,1,70, HIIT         ,41.15,3.4,30.55
51, Male   ,59,1.65,53,3,2,70, HIIT         ,32.334,2.3,21.67
47, Male   ,45.9,1.93,65,3,2,80, Cardio       ,20.194,2,12.32
53, Female ,44.7,1.79,72,3,2,80, Yoga         ,23.53,2.1,13.95
18, Male   ,63.2,1.63,73,3,1,40, Cardio       ,27.288,2.2,23.79
52, Male   ,47.8,1.86,67,3,2,60, Yoga         ,23.144,2.8,13.82
43, Female ,72.7,1.8,50,3,1,50, Cardio       ,31.418,2.1,22.44
43, Male   ,66.5,1.83,59,3,2,70, Yoga         ,28.322,2.4,19.86
20, Male   ,74.8,1.75,73,3,2,80, Yoga         ,28.504,3.3,24.42
40, Female ,72.2,1.6,67,3,1,50, Yoga         ,37.64,1.9,28.2
55, Male   ,84.7,1.79,52,3,2,70, Cardio       ,38.966,2.4,26.43
32, Male   ,77.4,1.92,50,3,2,80, Cardio       ,27.16,3.3,21
56, Male   ,90.2,1.61,51,3,2,80, Yoga         ,49.24,2.3,34.8
56, Male   ,58.7,1.86,65,3,2,70, Cardio       ,27.844,3.3,16.97
39, Male   ,127.5,1.82,70,3,2,80, Strength     ,49.758,3,38.49
42, Female ,56.7,1.53,74,3,1,60, Strength     ,33.324,1.9,24.22
21, Female ,72.6,1.68,70,3,2,70, Cardio       ,30.294,1.8,25.72
27, Male   ,76.7,1.7,56,3,1,60, HIIT         ,32.658,2.1,26.54
59, Male   ,126.4,1.69,68,3,1,70, Strength     ,61.282,2.9,44.26
23, Female ,65.2,1.62,59,3,2,80, Cardio       ,29.698,2.5,24.84
41, Female ,66.8,1.74,57,3,1,80, Yoga         ,30.502,2.3,22.06
20, Female ,71.3,1.58,54,3,2,60, HIIT         ,33.472,1.5,28.56
57, Male   ,96.3,1.86,74,3,2,70, Strength     ,41.118,2.2,27.84
54, Female ,67.5,1.54,50,3,1,40, Cardio       ,41.172,1.5,28.46
48, Female ,52.3,1.66,71,3,1,40, Yoga         ,28.416,1.8,18.98
23, Female ,40.9,1.75,61,3,1,50, Yoga         ,15.922,2.1,13.36
32, Male   ,49.3,1.62,74,3,2,70, Strength     ,24.508,2.5,18.79
25, Female ,41.1,1.67,71,3,2,60, Yoga         ,18.038,2.4,14.74
43, Female ,40.5,1.74,51,3,2,90, HIIT         ,20.546,2.2,13.38
21, Female ,51,1.71,73,3,2,60, HIIT         ,20.358,2.2,17.44
37, Female ,73.3,1.74,65,3,2,60, Cardio       ,32.162,2.4,24.21
29, Female ,49,1.57,53,3,2,80, Yoga         ,25.126,2.6,19.88
18, Male   ,114.5,1.97,60,3,1,60, Cardio       ,34.14,2.6,29.5
55, Male   ,52.1,1.68,50,3,1,50, Yoga         ,29.402,3,18.46
53, Male   ,73.4,1.76,70,3,2,70, Yoga         ,35.23,2.8,23.7
23, Male   ,57.7,1.71,58,3,2,70, Strength     ,23.566,3.4,19.73
27, Male   ,75.7,1.76,66,3,1,40, Cardio       ,30.138,2.3,24.44
27, Male   ,104.3,1.68,62,3,2,80, Cardio       ,45.15,3.5,36.95
19, Female ,65.7,1.58,57,3,2,90, Cardio       ,30.554,1.9,26.32
57, Female ,51.9,1.57,67,3,2,60, HIIT         ,32.982,2.6,21.06
54, Male   ,78.7,1.66,55,3,2,90, Yoga         ,41.292,2.6,28.56
55, Male   ,118.6,1.72,67,3,1,50, Strength     ,55.358,2.6,40.09
47, Male   ,80,1.77,68,3,1,40, HIIT         ,36.058,3.5,25.54
22, Male   ,117.3,1.68,57,3,2,70, Yoga         ,49.532,2.7,41.56
28, Female ,72.9,1.67,74,3,2,70, Cardio       ,32.408,2.2,26.14
52, Female ,70.6,1.58,67,3,2,60, HIIT         ,40.496,2,28.28
18, Male   ,118.6,1.64,67,3,1,60, Cardio       ,51.66,2.7,44.1
57, Male   ,55.7,1.99,70,3,2,70, Strength     ,24.594,3,14.07
39, Male   ,102.3,1.94,50,3,1,50, Yoga         ,36.186,2.4,27.18
28, Female ,67.3,1.67,74,3,1,40, Strength     ,29.996,2.3,24.13
54, Female ,70.7,1.57,65,3,1,70, Cardio       ,41.436,2.1,28.68
47, Male   ,98.2,1.9,64,3,1,50, HIIT         ,38.05,3,27.2
38, Female ,45.2,1.68,58,3,2,60, HIIT         ,22.552,2.4,16.01
31, Female ,53.3,1.64,70,3,1,30, Strength     ,25.514,2.4,19.82
21, Male   ,67,1.61,74,3,2,80, Yoga         ,30.45,2.1,25.85
42, Male   ,70.2,1.87,65,3,2,80, HIIT         ,28.344,3.4,20.07
57, Female ,75.6,1.67,65,3,2,60, Cardio       ,40.242,1.8,27.11
25, Female ,62.6,1.65,61,3,1,70, Cardio       ,27.938,2.2,22.99
57, Male   ,96.1,1.74,54,3,2,70, Cardio       ,45.798,2.8,31.74
50, Female ,67.9,1.77,73,3,2,60, Yoga         ,32.104,2.4,21.67
32, Male   ,102.8,1.98,61,3,2,70, Strength     ,33.424,2.8,26.22
50, Female ,51.8,1.5,58,3,1,80, HIIT         ,33.724,2.2,23.02
34, Female ,66.5,1.69,52,3,1,50, Cardio       ,30.356,2.3,23.28
19, Female ,69.2,1.6,74,3,1,70, Cardio       ,31.406,1.6,27.03
32, Male   ,126.4,1.83,62,3,2,70, HIIT         ,47.248,2.1,37.74
56, Male   ,88.3,1.71,60,4,3,100, Yoga         ,43.72,3.5,30.2
46, Female ,74.9,1.53,66,4,2,80, HIIT         ,43.58,2.1,32
32, Female ,68.1,1.66,54,4,2,70, Cardio       ,31.612,2.3,24.71
28, Male   ,121.7,1.94,52,4,2,60, Strength     ,39.848,2.6,32.34
19, Male   ,89,1.77,72,4,2,90, Strength     ,33.062,3.7,28.41
39, Female ,64.3,1.69,58,4,2,80, HIIT         ,30.582,1.9,22.51
59, Male   ,53.9,1.75,69,4,2,90, Strength     ,29.29,2.8,17.6
20, Female ,65.4,1.52,50,4,2,60, Yoga         ,33.172,2.2,28.31
56, Female ,59.3,1.56,57,4,2,80, Cardio       ,36.724,2.6,24.37
21, Male   ,62.6,1.81,62,4,2,80, Strength     ,22.362,3.5,19.11
43, Male   ,113.2,1.83,63,4,2,90, Yoga         ,45.05,2.9,33.8
31, Female ,79.7,1.54,59,4,2,60, Cardio       ,42.062,2.3,33.61
23, Male   ,114.8,1.6,60,4,2,90, Cardio       ,53.698,2.7,44.84
46, Female ,61,1.71,61,4,3,100, Cardio       ,30.212,2.7,20.86
51, Female ,44.8,1.63,69,4,2,70, Yoga         ,26.562,2.1,16.86
31, Female ,61.1,1.76,67,4,3,110, Yoga         ,25.394,2.7,19.72
40, Male   ,106.5,1.65,74,4,2,80, HIIT         ,50.744,3.6,39.12
33, Female ,40.5,1.63,66,4,2,60, Yoga         ,20.478,1.5,15.24
41, Male   ,94.1,1.62,50,4,2,70, Cardio       ,47.062,3.1,35.86
18, Female ,54.8,1.68,71,4,2,80, Strength     ,22.044,2.2,19.42
41, Female ,55,1.55,65,4,2,90, Strength     ,31.498,2,22.89
28, Male   ,81.6,1.66,50,4,2,70, Yoga         ,36.572,3.5,29.61
25, Male   ,81.5,1.61,63,4,3,120, HIIT         ,38.078,3.5,31.44
52, Female ,61.5,1.69,63,4,3,110, Cardio       ,32.396,2.7,21.53
45, Female ,59.4,1.51,65,4,2,70, Strength     ,36.21,1.9,26.05
24, Female ,60.1,1.79,63,4,3,120, Cardio       ,22.632,2.7,18.76
25, Female ,41.2,1.62,64,4,2,90, Yoga         ,19.19,2.1,15.7
57, Female ,78.4,1.62,52,4,2,60, Strength     ,43.554,2,29.87
44, Female ,61.7,1.55,66,4,2,90, Strength     ,35.536,2.6,25.68
52, Male   ,85.5,1.82,57,4,3,110, Yoga         ,37.532,3.5,25.81
18, Male   ,87.6,1.93,72,4,3,100, HIIT         ,26.964,3.5,23.52
52, Male   ,82.4,1.72,53,4,2,60, Strength     ,39.98,2.7,27.85
22, Female ,63.2,1.54,53,4,2,60, Cardio       ,31.64,2.4,26.65
43, Male   ,82.7,1.85,50,4,2,70, Yoga         ,33.482,3.1,24.16
44, Male   ,98,1.83,56,4,2,80, Cardio       ,39.832,3.5,29.26
43, Female ,57.3,1.79,62,4,3,120, Yoga         ,25.946,2.7,17.88
47, Female ,58.5,1.79,71,4,2,90, Yoga         ,27.322,2.4,18.26
46, Female ,60.1,1.65,69,4,3,100, Cardio       ,31.676,2.7,22.08
30, Female ,79.2,1.62,66,4,2,80, Cardio       ,37.716,2.5,30.18
24, Female ,62.9,1.79,59,4,2,90, Cardio       ,23.676,2.3,19.63
45, Male   ,88.5,1.78,67,4,3,90, HIIT         ,38.466,3.5,27.93
47, Female ,61.9,1.54,61,4,3,120, Yoga         ,36.73,2.7,26.1
42, Male   ,62.9,1.98,61,4,2,90, Yoga         ,23.508,3.4,16.04
56, Female ,40.4,1.8,72,4,2,70, Cardio       ,22.444,2.1,12.47
56, Male   ,88.5,1.85,59,4,3,90, Cardio       ,38.512,3.5,25.86
23, Male   ,80.9,1.8,59,4,3,90, Cardio       ,29.854,3.5,24.97
25, Female ,43.1,1.62,65,4,2,60, HIIT         ,20.054,1.8,16.42
41, Male   ,51.5,1.8,60,4,2,70, Strength     ,23.11,2.1,15.9
58, Female ,63,1.78,73,4,3,100, HIIT         ,31.796,2.7,19.88
19, Male   ,85.9,1.85,62,4,3,100, Strength     ,29.09,3.5,25.1
45, Male   ,51.1,1.87,57,4,2,90, Cardio       ,22.482,3.4,14.61
54, Male   ,114.9,1.92,71,4,2,70, HIIT         ,44.424,2.6,31.17
50, Male   ,57.1,1.91,68,4,2,70, Yoga         ,24.88,2.7,15.65
18, Male   ,68.1,1.8,50,4,2,70, Yoga         ,23.964,3.3,21.02
49, Female ,68.3,1.52,60,4,2,90, Strength     ,41.342,1.8,29.56
21, Male   ,88.4,1.6,67,4,3,100, HIIT         ,40.866,3.5,34.53
34, Male   ,71.9,1.64,67,4,2,80, Cardio       ,34.496,2.1,26.73
55, Male   ,75.6,1.71,57,4,2,60, Strength     ,38.27,2,25.85
51, Female ,57.4,1.77,72,4,2,70, Yoga         ,28.314,2.1,18.32
23, Male   ,83.8,1.99,71,4,3,110, Cardio       ,25.282,3.5,21.16
33, Female ,65.3,1.71,74,4,2,70, HIIT         ,28.986,2.5,22.33
50, Male   ,45.4,1.67,62,4,2,80, Yoga         ,25.636,2.8,16.28
26, Male   ,87.1,1.87,58,4,3,100, Yoga         ,30.472,3.5,24.91
23, Female ,78.6,1.73,56,4,2,90, HIIT         ,31.402,1.5,26.26
46, Female ,58,1.53,62,4,3,110, Cardio       ,34.916,2.7,24.78
36, Female ,57.3,1.64,70,4,2,70, Strength     ,28.44,1.8,21.3
20, Male   ,76.4,1.62,51,4,2,80, Cardio       ,34.132,2.6,29.11
49, Male   ,82.1,1.86,64,4,3,110, Strength     ,34.346,3.5,23.73
58, Male   ,82.2,1.87,55,4,3,90, HIIT         ,36.152,3.5,23.51
35, Female ,65.8,1.62,69,4,2,60, Cardio       ,32.734,1.5,25.07
57, Female ,68.5,1.56,68,4,2,90, HIIT         ,41.49,1.6,28.15
18, Female ,63.9,1.59,50,4,3,110, Strength     ,29.076,2.7,25.28
40, Female ,55.1,1.61,64,4,3,90, Yoga         ,29.312,2.7,21.26
48, Male   ,73.7,1.61,63,4,2,80, Cardio       ,39.756,3.6,28.43
47, Male   ,55.6,1.77,68,4,2,70, Cardio       ,26.71,2.9,17.75
52, Female ,60.3,1.68,64,4,3,100, Strength     ,32.192,2.7,21.36
33, Female ,78.5,1.66,69,4,2,80, HIIT         ,36.378,1.9,28.49
49, Male   ,46.5,1.72,72,4,2,80, Yoga         ,24.734,2.6,15.72
20, Female ,75.9,1.73,63,4,2,80, Strength     ,29.632,2.1,25.36
41, Male   ,78.8,1.72,62,4,2,60, Cardio       ,35.998,3.1,26.64
41, Male   ,82.5,1.79,61,4,3,100, Cardio       ,34.93,3.5,25.75
28, Male   ,108.5,1.79,68,4,2,80, HIIT         ,41.672,2.1,33.86
46, Female ,58.9,1.7,53,4,3,90, Strength     ,29.636,2.7,20.38
35, Female ,50.4,1.6,59,4,2,60, Cardio       ,26.278,1.9,19.69
31, Female ,63.1,1.64,51,4,3,90, Cardio       ,29.882,2.7,23.46
29, Male   ,125.9,2,67,4,2,80, Strength     ,39.046,3.1,31.48
39, Male   ,93.4,1.7,50,4,2,70, Strength     ,42.354,2.5,32.32
47, Male   ,82.1,1.84,65,4,2,80, Strength     ,34.51,3.4,24.25
55, Male   ,128.4,1.68,52,4,2,70, Cardio       ,61.838,2.6,45.49
44, Male   ,89.3,1.99,58,4,2,80, HIIT         ,31.78,2,22.55
22, Female ,55.1,1.61,68,4,3,100, HIIT         ,25.172,2.7,21.26
36, Male   ,123.7,1.69,73,4,2,80, Cardio       ,54.852,2.1,43.31
21, Female ,61.3,1.57,64,4,3,120, HIIT         ,29.274,2.7,24.87
45, Male   ,81.4,1.61,55,4,2,70, Cardio       ,42.63,2.2,31.4
52, Female ,64.9,1.51,68,4,3,110, HIIT         ,40.712,2.7,28.46
41, Female ,76.7,1.79,56,4,2,80, Yoga         ,32.758,2,23.94
46, Female ,63.1,1.61,68,4,2,60, Strength     ,34.388,2.2,24.34
48, Female ,62.9,1.58,69,4,3,120, Strength     ,35.88,2.7,25.2
52, Male   ,85.6,1.74,56,4,3,110, Yoga         ,40.484,3.5,28.27
49, Female ,44.1,1.65,74,4,2,70, HIIT         ,25.31,1.8,16.2
50, Female ,55.4,1.55,65,4,3,110, Strength     ,33.772,2.7,23.06
35, Female ,78,1.67,57,4,2,70, Strength     ,36.214,2.5,27.97
20, Female ,75.8,1.78,53,4,2,90, HIIT         ,27.904,2,23.92
49, Male   ,85,1.68,74,4,3,110, HIIT         ,42.014,3.5,30.12
19, Female ,72.4,1.75,64,4,2,70, Cardio       ,27.338,1.7,23.64
50, Male   ,90.8,1.71,62,4,2,60, Yoga         ,43.36,3.4,31.05
37, Female ,53,1.71,50,4,2,70, Yoga         ,24.866,1.7,18.13
31, Female ,62.5,1.62,74,4,3,90, HIIT         ,30.302,2.7,23.81
39, Female ,63.3,1.71,56,4,3,110, Strength     ,29.55,2.7,21.65
59, Male   ,123.3,1.88,67,4,2,80, HIIT         ,50.038,2.6,34.89
54, Female ,47.8,1.6,55,4,2,70, Cardio       ,29.424,2.3,18.67
50, Female ,58.4,1.79,56,4,3,100, HIIT         ,27.976,2.7,18.23
22, Male   ,106.8,1.82,50,4,2,60, Yoga         ,38.348,2.3,32.24
